1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0.01,0,0.03
0,0,0,0.02,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.98,0.02,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.01,0.99,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0.01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
